longitude,latitude,housing_age,total_rooms,households,median_income,house_value,ocean_proximity
-119.33,36.21,38,3115,606,2.6083,67000,INLAND
-119.34,36.21,30,749,199,0.8229,68400,INLAND
-119.33,36.22,9,3748,620,4.2011,108100,INLAND
-119.32,36.22,5,2319,423,3.6343,95400,INLAND
-119.32,36.21,29,1220,246,3.3125,78300,INLAND
-119.32,36.25,21,1231,206,2.8365,90000,INLAND
-119.25,36.23,24,2015,351,3.4306,139200,INLAND
-119.27,36.18,23,3180,498,2.6098,66000,INLAND
-119.29,36.12,24,1248,200,2.4722,129200,INLAND
-119.14,36.23,22,2935,530,2.5875,70400,INLAND
-119.12,36.19,21,2645,407,2.9145,114200,INLAND
-119.08,36.22,28,1606,317,3.0324,55600,INLAND
-119.08,36.21,20,1911,348,2.5156,59300,INLAND
-119.09,36.22,34,1715,297,3.4306,74300,INLAND
-119.09,36.21,43,1335,288,1.9861,47700,INLAND
-119.09,36.21,38,1901,400,1.8828,44600,INLAND
-119.1,36.21,38,727,176,2.4653,49500,INLAND
-119.11,36.21,10,1972,442,1.5407,58400,INLAND
-118.74,36.23,22,1033,136,2.6447,137500,INLAND
-118.93,36.19,30,2685,523,2.6184,113900,INLAND
-118.82,36.13,43,1281,231,2.8906,65700,INLAND
-118.54,36.12,11,4103,171,2.1029,99100,INLAND
-118.37,36.19,10,443,21,3.125,71300,INLAND
-118.7,35.82,20,4642,247,2.3937,82100,INLAND
-118.86,35.9,38,298,47,4.125,71300,INLAND
-118.73,36.01,14,3263,594,2.8603,128900,INLAND
-119.08,36.2,30,1677,365,2.4554,61200,INLAND
-119.1,36.19,17,1564,362,1.6186,77100,INLAND
-119.34,36.21,22,3065,738,1.4792,54400,INLAND
-119.34,36.2,12,1632,315,2.0333,54400,INLAND
-119.33,36.19,27,418,141,1.0714,63800,INLAND
-119.31,36.2,23,1837,335,3.1453,74500,INLAND
-119.32,36.21,25,2360,436,2.3152,63100,INLAND
-119.32,36.2,25,1427,221,2.2262,64500,INLAND
-119.32,36.2,15,1562,287,3.4231,83300,INLAND
-119.32,36.19,11,1281,313,1.0962,72300,INLAND
-119.32,36.19,11,3136,583,3.335,69700,INLAND
-119.35,36.2,31,1783,358,2.2264,50800,INLAND
-119.35,36.2,29,1938,414,1.7462,51100,INLAND
-119.36,36.2,33,1955,397,2.25,51500,INLAND
-119.37,36.19,24,1306,276,2.4922,66100,INLAND
-119.35,36.19,6,958,230,1.0349,67800,INLAND
-119.45,36.16,27,2119,345,2.8152,106900,INLAND
-119.35,36.16,21,2751,489,2.3882,49200,INLAND
-119.45,36.09,18,408,75,2.0313,112500,INLAND
-119.31,36.06,20,2236,412,1.8827,48700,INLAND
-119.4,36.04,39,915,175,1.8894,112500,INLAND
-119.27,36.05,29,1016,140,2.2917,112500,INLAND
-119.21,36.1,30,1471,357,1.7432,42500,INLAND
-119.19,36.06,29,1815,339,1.9091,71300,INLAND
-119.19,36.14,41,759,129,3.9,85900,INLAND
-119.13,36.13,28,1673,371,2.0586,40900,INLAND
-119.08,36.13,21,2271,372,3.1528,113700,INLAND
-119.03,36.13,24,2259,395,1.7106,95500,INLAND
-119.06,36.15,20,1282,247,1.6354,49000,INLAND
-119.06,36.15,25,2402,461,2.3194,52900,INLAND
-119.14,36.06,32,1838,425,1.6452,41500,INLAND
-119.12,36.05,27,1575,317,2.1477,53900,INLAND
-119.08,36.02,26,1748,303,1.9439,62100,INLAND
-119.01,36.02,17,3915,688,2.375,79800,INLAND
-118.92,36.04,28,1148,212,2.9208,98500,INLAND
-119.08,36.09,25,1880,315,2.7298,103400,INLAND
-119.06,36.1,21,1344,221,2.5893,63600,INLAND
-119.06,36.09,11,2572,415,3.6786,72900,INLAND
-119.04,36.09,15,2288,429,3.0278,77400,INLAND
-119.05,36.09,9,3297,568,4.0217,99200,INLAND
-119.04,36.07,17,2623,618,1.5893,52000,INLAND
-119.06,36.08,19,2554,419,4.1856,72100,INLAND
-119.07,36.08,5,2693,491,3,71000,INLAND
-119.07,36.07,11,2265,387,3.2042,76200,INLAND
-119.06,36.07,20,2683,548,1.7031,64600,INLAND
-119.05,36.07,21,2472,504,1.7756,62900,INLAND
-119.05,36.06,23,2344,406,3.1625,70600,INLAND
-119.02,36.09,15,2234,420,3.0234,88600,INLAND
-119.01,36.08,31,1620,348,1.8857,55500,INLAND
-119.03,36.08,19,2736,503,2.6944,67700,INLAND
-119.03,36.08,19,2471,426,3.25,80600,INLAND
-119.04,36.07,26,2185,419,2.2277,78000,INLAND
-119.03,36.07,26,3210,642,2.4167,77600,INLAND
-119.02,36.07,29,2610,571,1.5911,60800,INLAND
-119.02,36.07,39,1173,232,1.6146,53100,INLAND
-119.01,36.07,44,2450,508,1.6103,50900,INLAND
-118.93,36.1,19,2988,576,2.3792,90000,INLAND
-118.98,36.06,33,2043,417,2.343,47400,INLAND
-119,36.05,24,3208,662,1.5506,52300,INLAND
-118.97,36.06,26,1289,244,1.975,51400,INLAND
-118.99,36.07,21,983,169,2.975,63900,INLAND
-118.99,36.06,19,2153,386,1.7564,42600,INLAND
-119,36.06,41,937,142,4.0833,81300,INLAND
-119,36.07,20,1042,175,2.9815,73000,INLAND
-119.03,36.06,36,1925,422,2.162,51900,INLAND
-119.02,36.06,41,2279,511,1.3952,43100,INLAND
-119.01,36.06,25,1505,359,1.6812,47700,INLAND
-119.01,36.05,27,1127,276,1.3807,53100,INLAND
-119.02,36.05,22,2078,456,2.2202,65200,INLAND
-119.42,35.97,21,554,122,2.3516,47500,INLAND
-119.31,35.99,26,1460,286,1.3676,47800,INLAND
-119.28,35.99,20,2911,588,1.7372,51000,INLAND
-119.19,35.96,25,2014,362,1.881,52500,INLAND
-119.46,35.86,22,1750,338,1.505,42700,INLAND
-119.3,35.87,20,1934,336,2.1434,62600,INLAND
-119.12,35.85,37,736,138,2.4167,58300,INLAND
-119.1,35.79,19,1809,416,1.8144,49800,INLAND
-119.27,35.89,18,1855,392,1.7572,53300,INLAND
-119.27,35.88,32,1393,336,1.5069,43700,INLAND
-119.27,35.87,12,972,286,1.63,49500,INLAND
-119.26,35.87,24,1590,372,1.6469,47600,INLAND
-119.06,35.94,18,3501,660,2.6576,65700,INLAND
-119.04,35.96,18,1187,277,1.875,51700,INLAND
-119.04,35.95,25,1009,222,1.8462,55800,INLAND
-118.96,35.87,17,1668,277,3.7794,96200,INLAND
-120.4,38,17,2098,354,2.6544,112600,INLAND
-120.39,38,33,2177,383,3.212,105200,INLAND
-120.4,37.98,19,2010,390,2.6696,121200,INLAND
-120.39,37.98,52,1056,255,2.1513,86700,INLAND
-120.37,38.01,30,473,93,2.5417,123200,INLAND
-120.35,37.99,3,1167,186,2.4191,217500,INLAND
-120.38,37.99,36,2864,565,2.3571,113400,INLAND
-120.37,37.98,29,2508,550,1.6021,91400,INLAND
-120.38,37.97,47,1060,205,2.5781,104800,INLAND
-120.26,38.13,17,301,47,4.0583,87500,INLAND
-120.28,38.07,13,1996,218,2.9083,104600,INLAND
-120.4,38.06,12,1430,240,2.6544,128100,INLAND
-120.35,38.04,16,1499,286,2.5729,118800,INLAND
-120.39,38.03,20,1551,228,2.6094,139100,INLAND
-120.41,38.03,14,2061,462,2.1289,115300,INLAND
-120.43,38.02,15,1613,251,3.6875,186000,INLAND
-120.31,38.02,11,2366,387,3.8203,139700,INLAND
-120.3,38.04,6,1281,160,3.2875,111300,INLAND
-120.28,38.03,13,2095,331,3.6838,145700,INLAND
-120.27,38.02,13,3839,532,3.1875,99800,INLAND
-120.29,38.01,12,3014,485,3.0729,105100,INLAND
-120.3,37.99,23,1908,374,2.517,153500,INLAND
-120.33,38,14,1944,314,3.5,170700,INLAND
-120.25,38.04,22,4173,444,2.5562,136200,INLAND
-120.25,38.03,21,4924,454,2.9457,116500,INLAND
-120.22,38.05,14,3803,477,2.7188,137000,INLAND
-120.19,38.07,43,102,13,0.4999,162500,INLAND
-120.19,38.03,17,8651,757,3.1076,115800,INLAND
-120.12,38.12,37,3355,136,2.0625,88900,INLAND
-120.03,38.19,26,7005,189,2.125,132500,INLAND
-120.26,37.99,12,2726,474,3.5,107100,INLAND
-120.24,38.01,11,1214,199,3.125,148600,INLAND
-120.23,37.98,14,1954,316,3.1523,93300,INLAND
-120.28,37.9,17,1047,196,2.1538,153300,INLAND
-120.24,37.96,34,1747,362,1.625,79400,INLAND
-120.23,37.96,52,1230,243,2.0057,68200,INLAND
-120.25,37.93,13,493,68,3.375,134100,INLAND
-120.13,37.93,5,111,25,1.675,112500,INLAND
-120.35,37.98,4,1658,278,3.5714,149500,INLAND
-120.33,37.97,17,2530,496,2.0057,118900,INLAND
-120.3,37.97,17,3243,566,2.474,120100,INLAND
-120.29,37.94,17,1459,271,3.05,144800,INLAND
-120.32,37.91,16,108,22,4.375,100000,INLAND
-120.35,37.86,25,287,50,2.3056,162500,INLAND
-120.23,37.86,16,324,61,2.4615,137500,INLAND
-120.2,37.84,9,13670,1193,3.2589,137900,INLAND
-120.2,37.8,30,1189,165,3.4838,112500,INLAND
-119.93,37.85,18,473,41,4.0833,137500,INLAND
-119.57,37.94,17,346,20,3.4861,137500,INLAND
-120.47,37.96,25,2505,483,2.006,103000,INLAND
-120.42,37.98,18,3059,581,2.5129,115900,INLAND
-120.42,37.95,19,2787,532,2.4922,98700,INLAND
-120.39,37.96,10,2554,439,2.1094,164000,INLAND
-120.4,37.92,22,1022,198,3.625,99400,INLAND
-120.35,37.95,13,2104,401,2.4,177000,INLAND
-120.41,37.88,16,744,122,4.4231,87500,INLAND
-120.45,37.79,8,2687,385,3.1719,115400,INLAND
-119.31,34.7,19,961,138,3.3438,156300,INLAND
-121.52,38.59,35,6418,1496,1.6647,69100,INLAND
-121.51,38.58,42,1822,560,1.2542,76000,INLAND
-121.53,38.6,25,5154,1073,2.7566,80200,INLAND
-121.54,38.59,29,2242,478,2.0781,74800,INLAND
-121.54,38.59,40,2120,464,2.0368,67800,INLAND
-121.55,38.59,36,435,90,1.2292,69600,INLAND
-121.63,38.67,34,431,77,2.625,225000,INLAND
-121.52,38.58,24,938,253,1.642,32500,INLAND
-121.53,38.56,39,2438,472,2.9375,86600,INLAND
-121.52,38.57,43,2360,452,2.89,86200,INLAND
-121.54,38.58,30,4648,1089,1.3177,74300,INLAND
-121.56,38.58,32,2070,523,1.9426,82300,INLAND
-121.53,38.58,33,4988,1075,1.9728,76400,INLAND
-121.53,38.58,35,1316,336,2.1213,79200,INLAND
-121.53,38.57,34,3395,627,4.0833,118500,INLAND
-121.54,38.54,36,1672,337,3.0536,73100,INLAND
-121.55,38.51,22,2403,421,3.9,146900,INLAND
-121.55,38.55,10,6227,1077,4.106,115900,INLAND
-121.56,38.44,43,1485,251,3,141700,INLAND
-121.61,38.38,37,1365,268,4.037,156900,INLAND
-121.79,38.54,7,1777,504,1.4653,310000,INLAND
-121.8,38.55,11,5121,901,4.7168,223200,INLAND
-121.78,38.55,12,10509,2138,2.9605,204300,INLAND
-121.76,38.57,11,15018,2962,3.1371,201800,INLAND
-121.81,38.58,17,1964,286,5.9629,286000,INLAND
-121.7,38.6,16,2372,583,2.8922,153600,INLAND
-121.67,38.54,13,6141,967,4.2432,326500,INLAND
-121.74,38.56,18,3960,1144,1.7257,179100,INLAND
-121.74,38.55,34,2299,536,1.6435,148500,INLAND
-121.73,38.55,34,1717,387,2.7917,130800,INLAND
-121.73,38.54,18,974,317,1.0633,137500,INLAND
-121.73,38.56,30,3306,648,2.8614,145200,INLAND
-121.71,38.56,20,8627,1466,4.2198,164100,INLAND
-121.72,38.54,16,2790,636,3.1908,194300,INLAND
-121.7,38.54,13,6819,1115,4.6225,226500,INLAND
-121.75,38.55,33,2479,377,4.7308,236200,INLAND
-121.74,38.55,33,6861,1767,1.7311,182600,INLAND
-121.76,38.55,23,8800,1832,2.065,219400,INLAND
-121.75,38.55,26,4802,939,3.7452,227700,INLAND
-121.77,38.69,47,1697,276,3.4559,123100,INLAND
-121.77,38.68,43,2559,591,2.1927,107900,INLAND
-121.76,38.68,38,674,189,1.3942,69400,INLAND
-121.8,38.69,8,3544,678,3.7477,122200,INLAND
-121.79,38.69,23,1755,313,2.8864,103100,INLAND
-121.78,38.69,31,2547,509,2.6774,95800,INLAND
-121.8,38.68,11,3851,747,3.4331,120600,INLAND
-121.79,38.68,24,3794,864,2.8068,95300,INLAND
-121.78,38.68,39,2806,638,1.9787,97800,INLAND
-121.8,38.67,11,3251,615,3.1875,172000,INLAND
-121.79,38.67,17,2875,749,1.951,152500,INLAND
-121.78,38.68,43,3766,817,2.3468,119400,INLAND
-121.8,38.67,10,2086,378,4.5526,154400,INLAND
-121.79,38.67,30,2602,405,4.7222,167200,INLAND
-121.78,38.67,38,2948,460,4.0556,146900,INLAND
-121.77,38.67,42,2670,534,2.2794,108900,INLAND
-121.77,38.67,45,2438,510,2.8351,107200,INLAND
-121.75,38.67,9,12139,2358,3.125,132500,INLAND
-121.71,38.72,32,710,154,2.8882,151400,INLAND
-121.7,38.65,22,1360,229,2.4167,225000,INLAND
-121.84,38.65,29,3167,534,4.3487,200700,INLAND
-121.79,38.66,15,6809,1060,5.3064,165000,INLAND
-121.78,38.66,18,4224,641,4.8226,139900,INLAND
-121.76,38.66,17,5320,928,4.1997,133400,INLAND
-121.96,38.54,6,1485,308,3.2222,139600,INLAND
-121.99,38.53,6,4598,812,3.4186,127300,INLAND
-121.98,38.52,27,3044,514,2.7989,126700,INLAND
-122.05,38.56,20,1005,157,5.679,225000,INLAND
-121.92,38.57,10,1320,228,1.9327,193800,INLAND
-121.9,38.72,38,575,109,3.75,187500,INLAND
-122,38.83,26,272,52,3.4187,98400,INLAND
-121.94,38.89,15,1462,271,2.5478,91700,INLAND
-121.81,38.84,37,352,67,2.8542,275000,INLAND
-121.72,38.8,36,1069,190,1.9559,78400,INLAND
-121.77,38.76,32,1950,363,2.8365,87900,INLAND
-122.21,38.83,20,1138,209,3.1534,123400,INLAND
-122.16,38.9,33,1221,199,3.7574,92700,INLAND
-122,38.73,31,371,84,3.875,137500,INLAND
-121.95,38.65,19,1265,218,3.3472,69800,INLAND
-122.04,38.68,26,1113,234,3.0486,83600,INLAND
-122.03,38.69,23,1796,330,2.7955,96300,INLAND
-121.6,39.15,19,1396,309,1.5208,70300,INLAND
-121.59,39.15,5,1922,439,2.0474,61300,INLAND
-121.59,39.15,48,1783,374,1.6652,58900,INLAND
-121.59,39.14,41,1492,353,1.684,71300,INLAND
-121.58,39.15,34,1376,317,1.4946,55500,INLAND
-121.58,39.14,52,662,149,0.8928,55000,INLAND
-121.58,39.16,36,1206,204,3.3611,79800,INLAND
-121.57,39.16,21,1872,301,3.725,84700,INLAND
-121.56,39.16,12,3349,619,2.9647,88800,INLAND
-121.57,39.16,33,2033,330,2.6964,68500,INLAND
-121.58,39.16,33,1897,385,2.1111,68700,INLAND
-121.58,39.15,38,1756,401,1.9122,55500,INLAND
-121.56,39.16,35,2157,409,1.5827,63000,INLAND
-121.57,39.16,18,1632,330,3.1029,71700,INLAND
-121.57,39.13,30,442,88,1.5694,57900,INLAND
-121.56,39.13,17,2277,562,1.5085,69700,INLAND
-121.54,39.13,18,4289,939,1.3375,59600,INLAND
-121.54,39.12,17,4251,934,2.3496,65000,INLAND
-121.58,39.12,26,2796,632,1.8355,61200,INLAND
-121.57,39.12,30,2601,506,2.08,56600,INLAND
-121.57,39.1,28,1442,286,1.8413,62300,INLAND
-121.59,39.1,24,1107,205,1.7167,48800,INLAND
-121.56,39.11,18,2171,447,2.3011,57500,INLAND
-121.56,39.1,28,2130,439,1.3631,45500,INLAND
-121.55,39.1,27,1783,409,1.2857,47000,INLAND
-121.56,39.08,26,1377,267,1.4934,48300,INLAND
-121.55,39.09,31,1728,384,1.4958,53400,INLAND
-121.54,39.08,26,2276,474,2.4695,58000,INLAND
-121.54,39.08,23,1076,197,2.3598,57500,INLAND
-121.53,39.08,15,1810,375,2.0469,55100,INLAND
-121.53,39.06,20,561,114,3.3021,70800,INLAND
-121.55,39.06,25,1332,226,2.25,63400,INLAND
-121.56,39.01,22,1891,296,2.7303,99100,INLAND
-121.48,39.05,40,198,48,4.5625,100000,INLAND
-121.47,39.01,37,1244,157,2.3661,77500,INLAND
-121.44,39,20,755,157,2.4167,67000,INLAND
-121.37,39.03,32,1158,227,2.8235,65500,INLAND
-121.41,39.04,16,1698,291,3.0739,87200,INLAND
-121.52,39.12,37,102,14,4.125,72000,INLAND
-121.43,39.18,36,1124,171,2.1667,93800,INLAND
-121.32,39.13,5,358,59,3,162500,INLAND
-121.48,39.1,19,2043,390,2.5952,92400,INLAND
-121.39,39.12,28,10035,1818,2.0943,108300,INLAND
-121.32,39.29,11,2640,445,3.5673,112000,INLAND
-121.4,39.33,15,2655,432,3.5179,107200,INLAND
-121.45,39.26,15,2319,385,3.125,115600,INLAND
-121.53,39.19,27,2080,382,2.5495,98300,INLAND
-121.56,39.27,28,2332,344,3.7125,116800,INLAND
-121.09,39.48,25,1665,330,1.5603,78100,INLAND
-121.21,39.49,18,697,114,2.5568,77100,INLAND
-121.22,39.43,17,2254,433,1.7,92300,INLAND
-121.32,39.43,18,1860,349,1.8672,84700,INLAND
-121.24,39.37,16,2785,530,2.3886,89400,INLAND
-118.32,33.35,27,1675,331,2.1579,450000,ISLAND
-118.33,33.34,52,2359,431,2.8333,414700,ISLAND
-118.32,33.33,52,2127,288,3.3906,300000,ISLAND
-118.32,33.34,52,996,160,2.7361,450000,ISLAND
-118.48,33.43,29,716,173,2.6042,287500,ISLAND
-122.23,37.88,41,880,126,8.3252,452600,NEAR BAY
-122.22,37.86,21,7099,1138,8.3014,358500,NEAR BAY
-122.24,37.85,52,1467,177,7.2574,352100,NEAR BAY
-122.25,37.85,52,1274,219,5.6431,341300,NEAR BAY
-122.25,37.85,52,1627,259,3.8462,342200,NEAR BAY
-122.25,37.85,52,919,193,4.0368,269700,NEAR BAY
-122.25,37.84,52,2535,514,3.6591,299200,NEAR BAY
-122.25,37.84,52,3104,647,3.12,241400,NEAR BAY
-122.26,37.84,42,2555,595,2.0804,226700,NEAR BAY
-122.25,37.84,52,3549,714,3.6912,261100,NEAR BAY
-122.26,37.85,52,2202,402,3.2031,281500,NEAR BAY
-122.26,37.85,52,3503,734,3.2705,241800,NEAR BAY
-122.26,37.85,52,2491,468,3.075,213500,NEAR BAY
-122.26,37.84,52,696,174,2.6736,191300,NEAR BAY
-122.26,37.85,52,2643,620,1.9167,159200,NEAR BAY
-122.26,37.85,50,1120,264,2.125,140000,NEAR BAY
-122.27,37.85,52,1966,331,2.775,152500,NEAR BAY
-122.27,37.85,52,1228,303,2.1202,155500,NEAR BAY
-122.26,37.84,50,2239,419,1.9911,158700,NEAR BAY
-122.27,37.84,52,1503,275,2.6033,162900,NEAR BAY
-122.27,37.85,40,751,166,1.3578,147500,NEAR BAY
-122.27,37.85,42,1639,366,1.7135,159800,NEAR BAY
-122.27,37.84,52,2436,478,1.725,113900,NEAR BAY
-122.27,37.84,52,1688,325,2.1806,99700,NEAR BAY
-122.27,37.84,52,2224,422,2.6,132600,NEAR BAY
-122.28,37.85,41,535,119,2.4038,107500,NEAR BAY
-122.28,37.85,49,1130,239,2.4597,93800,NEAR BAY
-122.28,37.85,52,1898,397,1.808,105500,NEAR BAY
-122.28,37.84,50,2082,473,1.6424,108900,NEAR BAY
-122.28,37.84,52,729,155,1.6875,132000,NEAR BAY
-122.28,37.84,49,1916,378,1.9274,122300,NEAR BAY
-122.28,37.84,52,2153,441,1.9615,115200,NEAR BAY
-122.27,37.84,48,1922,335,1.7969,110400,NEAR BAY
-122.27,37.83,49,1655,329,1.375,104900,NEAR BAY
-122.27,37.83,51,2665,536,2.7303,109700,NEAR BAY
-122.27,37.83,49,1215,264,1.4861,97200,NEAR BAY
-122.27,37.83,48,1798,374,1.0972,104500,NEAR BAY
-122.28,37.83,52,1511,403,1.4103,103900,NEAR BAY
-122.26,37.83,52,1470,309,3.48,191400,NEAR BAY
-122.26,37.83,52,2432,696,2.5898,176000,NEAR BAY
-122.26,37.83,52,1665,395,2.0978,155400,NEAR BAY
-122.26,37.83,51,936,249,1.2852,150000,NEAR BAY
-122.26,37.84,49,713,189,1.025,118800,NEAR BAY
-122.26,37.84,52,950,198,3.9643,188800,NEAR BAY
-122.26,37.83,52,1443,292,3.0125,184400,NEAR BAY
-122.26,37.83,52,1656,382,2.6768,182300,NEAR BAY
-122.26,37.83,50,1125,304,2.026,142500,NEAR BAY
-122.27,37.82,43,1007,253,1.7348,137500,NEAR BAY
-122.26,37.82,40,624,160,0.9506,187500,NEAR BAY
-122.27,37.82,40,946,352,1.775,112500,NEAR BAY
-122.27,37.82,21,896,438,0.9218,171900,NEAR BAY
-122.27,37.82,43,1868,407,1.5045,93800,NEAR BAY
-122.27,37.82,41,3221,720,1.1108,97500,NEAR BAY
-122.27,37.82,52,1630,400,1.2475,104200,NEAR BAY
-122.28,37.82,52,1170,233,1.6098,87500,NEAR BAY
-122.28,37.82,52,945,220,1.4113,83100,NEAR BAY
-122.28,37.82,52,1238,259,1.5057,87500,NEAR BAY
-122.28,37.82,52,1489,244,0.8172,85300,NEAR BAY
-122.28,37.82,52,1387,304,1.2171,80300,NEAR BAY
-122.29,37.82,2,158,57,2.5625,60000,NEAR BAY
-122.29,37.83,52,1121,187,3.3929,75700,NEAR BAY
-122.29,37.82,49,135,23,6.1183,75000,NEAR BAY
-122.29,37.81,50,760,122,0.9011,86100,NEAR BAY
-122.3,37.81,52,1224,159,1.191,76100,NEAR BAY
-122.3,37.81,48,828,133,2.5938,73500,NEAR BAY
-122.3,37.81,52,1010,187,1.1667,78400,NEAR BAY
-122.3,37.81,48,1455,332,0.8056,84400,NEAR BAY
-122.29,37.8,52,1027,147,2.6094,81300,NEAR BAY
-122.3,37.81,52,572,82,1.8516,85000,NEAR BAY
-122.29,37.81,46,2801,611,0.9802,129200,NEAR BAY
-122.29,37.81,26,768,127,1.7719,82500,NEAR BAY
-122.29,37.81,46,935,277,0.7286,95200,NEAR BAY
-122.29,37.81,49,844,152,1.75,75000,NEAR BAY
-122.29,37.81,46,12,7,0.4999,67500,NEAR BAY
-122.29,37.81,20,835,133,2.483,137500,NEAR BAY
-122.28,37.81,17,1237,439,0.9241,177500,NEAR BAY
-122.28,37.81,36,2914,509,2.4464,102100,NEAR BAY
-122.28,37.81,19,1207,207,1.1111,108300,NEAR BAY
-122.29,37.81,23,1745,325,0.8026,112500,NEAR BAY
-122.28,37.8,38,684,155,2.0114,131300,NEAR BAY
-122.28,37.81,17,924,289,1.5,162500,NEAR BAY
-122.27,37.81,52,210,56,1.1667,112500,NEAR BAY
-122.28,37.81,52,340,87,1.5208,112500,NEAR BAY
-122.28,37.81,52,386,155,0.8075,137500,NEAR BAY
-122.28,37.81,35,948,169,1.8088,118800,NEAR BAY
-122.28,37.81,52,773,115,2.4083,98200,NEAR BAY
-122.27,37.81,40,880,380,0.977,118800,NEAR BAY
-122.27,37.81,10,875,330,0.76,162500,NEAR BAY
-122.27,37.8,10,105,39,0.9722,137500,NEAR BAY
-122.27,37.8,16,994,362,2.0938,162500,NEAR BAY
-122.28,37.8,52,215,88,0.8668,137500,NEAR BAY
-122.28,37.8,52,96,34,0.75,162500,NEAR BAY
-122.27,37.79,27,1055,302,2.6354,187500,NEAR BAY
-122.27,37.8,39,1715,467,1.8477,179200,NEAR BAY
-122.26,37.8,36,5329,2323,2.0096,130000,NEAR BAY
-122.26,37.82,31,4596,1180,2.8345,183800,NEAR BAY
-122.26,37.81,29,335,91,2.0062,125000,NEAR BAY
-122.26,37.82,22,3682,1250,1.2185,170000,NEAR BAY
-122.26,37.82,37,3633,980,2.6104,193100,NEAR BAY
-122.25,37.81,29,4656,1250,2.4912,257800,NEAR BAY
-122.25,37.81,28,5806,1497,3.2177,273400,NEAR BAY
-122.25,37.81,39,854,228,3.125,237500,NEAR BAY
-122.25,37.81,52,2155,613,2.5795,350000,NEAR BAY
-122.26,37.81,34,5871,1789,2.8406,335700,NEAR BAY
-122.24,37.82,52,1509,244,4.9306,313400,NEAR BAY
-122.24,37.81,52,2026,456,3.2727,268500,NEAR BAY
-122.25,37.81,52,1758,422,3.1691,259400,NEAR BAY
-122.24,37.82,52,3481,718,3.9,275700,NEAR BAY
-122.25,37.82,28,3337,802,3.9063,225000,NEAR BAY
-122.25,37.82,52,1424,253,5.0917,262500,NEAR BAY
-122.25,37.82,32,3809,1022,2.6429,218500,NEAR BAY
-122.25,37.82,26,3959,1217,3.0233,255000,NEAR BAY
-122.25,37.83,52,2376,519,3.1484,224100,NEAR BAY
-122.25,37.83,35,1613,422,3.4722,243100,NEAR BAY
-122.25,37.83,52,1279,291,3.1429,231600,NEAR BAY
-122.25,37.83,28,5022,1661,2.4234,218500,NEAR BAY
-122.25,37.83,52,4190,1037,3.0897,234100,NEAR BAY
-122.23,37.84,50,2515,373,5.8596,327600,NEAR BAY
-122.23,37.84,47,3175,485,5.2868,347600,NEAR BAY
-122.24,37.83,41,2576,376,5.956,366100,NEAR BAY
-122.24,37.85,37,334,47,4.9643,335000,NEAR BAY
-122.23,37.85,52,2800,403,6.3434,373600,NEAR BAY
-122.24,37.84,52,3529,555,5.1773,389500,NEAR BAY
-122.24,37.85,52,2612,367,7.2354,391100,NEAR BAY
-122.22,37.85,28,5287,956,5.457,337300,NEAR BAY
-122.22,37.84,50,2935,479,7.5,295200,NEAR BAY
-122.21,37.84,44,3424,597,6.0194,292300,NEAR BAY
-122.21,37.83,40,4991,654,7.5544,411500,NEAR BAY
-122.2,37.84,30,2211,343,6.0666,311500,NEAR BAY
-122.21,37.84,34,3038,496,7.0548,325900,NEAR BAY
-122.19,37.84,18,1617,194,11.6017,392600,NEAR BAY
-122.2,37.84,35,2865,443,7.4882,319300,NEAR BAY
-122.21,37.83,34,5065,766,6.8976,333300,NEAR BAY
-122.19,37.83,28,1326,190,8.2049,335200,NEAR BAY
-122.2,37.83,26,1589,211,8.401,351200,NEAR BAY
-122.19,37.83,29,1791,269,6.8538,368900,NEAR BAY
-122.19,37.82,32,1835,263,8.317,365900,NEAR BAY
-122.2,37.82,37,1229,176,7.0175,366700,NEAR BAY
-122.2,37.82,39,3770,500,6.3302,362800,NEAR BAY
-122.18,37.81,30,292,52,6.3624,483300,NEAR BAY
-122.21,37.82,52,2375,350,7.0549,331400,NEAR BAY
-122.2,37.81,45,2964,426,6.7851,323500,NEAR BAY
-122.21,37.8,50,2833,552,2.8929,216700,NEAR BAY
-122.21,37.8,38,2254,487,3.0812,233100,NEAR BAY
-122.21,37.81,52,1389,224,5.2402,296400,NEAR BAY
-122.22,37.81,52,1971,308,6.5217,273700,NEAR BAY
-122.22,37.8,52,2183,460,3.2632,227700,NEAR BAY
-122.22,37.8,52,2286,441,3.0298,199600,NEAR BAY
-122.22,37.8,52,2721,515,4.5428,239800,NEAR BAY
-122.22,37.81,52,2024,340,4.072,270100,NEAR BAY
-122.22,37.81,52,2944,521,5.3509,302100,NEAR BAY
-122.23,37.8,52,2033,459,3.1603,269500,NEAR BAY
-122.23,37.81,52,1433,213,4.7708,314700,NEAR BAY
-122.22,37.81,52,2927,380,8.1564,390100,NEAR BAY
-122.23,37.81,52,2315,258,8.8793,410300,NEAR BAY
-122.24,37.81,52,2485,327,6.8591,352400,NEAR BAY
-122.24,37.81,52,1490,256,6.0302,287300,NEAR BAY
-122.23,37.81,52,2814,352,7.508,348700,NEAR BAY
-122.24,37.81,52,2093,483,2.7477,243800,NEAR BAY
-122.24,37.8,52,888,175,2.1944,211500,NEAR BAY
-122.25,37.8,52,2087,488,3.0149,218400,NEAR BAY
-122.24,37.81,52,2513,518,3.675,269900,NEAR BAY
-122.25,37.81,46,3232,747,3.225,218800,NEAR BAY
