year,age,sex,maritl,race,education,wage
2007,45,1. Male,2. Married,1. White,2. HS Grad,148.4131591
2008,34,1. Male,1. Never Married,1. White,4. College Grad,108.8745258
2004,57,1. Male,2. Married,1. White,2. HS Grad,104.9215065
2005,32,1. Male,1. Never Married,1. White,3. Some College,86.17378673
2009,55,1. Male,4. Divorced,1. White,2. HS Grad,102.8702469
2008,22,1. Male,1. Never Married,1. White,4. College Grad,76.28327785
2005,51,1. Male,2. Married,1. White,2. HS Grad,124.7204462
2006,26,1. Male,1. Never Married,1. White,2. HS Grad,66.96164432
2004,27,1. Male,1. Never Married,1. White,4. College Grad,54.59815003
2004,34,1. Male,2. Married,1. White,4. College Grad,166.3249412
2007,48,1. Male,2. Married,1. White,2. HS Grad,91.70163967
2008,23,1. Male,2. Married,1. White,2. HS Grad,78.346562
2003,41,1. Male,2. Married,1. White,2. HS Grad,111.7208494
2009,49,1. Male,4. Divorced,1. White,5. Advanced Degree,151.5914842
2005,47,1. Male,2. Married,1. White,5. Advanced Degree,120.5894365
2005,35,1. Male,4. Divorced,2. Black,4. College Grad,117.1468169
2007,50,1. Male,2. Married,1. White,2. HS Grad,81.98531783
2006,55,1. Male,2. Married,1. White,2. HS Grad,137.5901428
2009,69,1. Male,2. Married,1. White,2. HS Grad,40.40566526
2004,45,1. Male,2. Married,1. White,2. HS Grad,154.685293
2005,40,1. Male,2. Married,1. White,3. Some College,154.685293
2005,47,1. Male,1. Never Married,1. White,4. College Grad,143.3253181
2008,22,1. Male,1. Never Married,1. White,3. Some College,78.3924668
2003,42,1. Male,4. Divorced,1. White,2. HS Grad,85.38394038
2008,47,1. Male,2. Married,1. White,4. College Grad,159.4741767
2005,48,1. Male,2. Married,2. Black,2. HS Grad,66.22940829
2009,28,1. Male,1. Never Married,1. White,2. HS Grad,111.7208494
2005,49,1. Male,1. Never Married,1. White,3. Some College,90.72707931
2009,51,1. Male,4. Divorced,1. White,2. HS Grad,128.6804882
2003,58,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2005,32,1. Male,1. Never Married,2. Black,3. Some College,114.4757133
2009,55,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2007,49,1. Male,2. Married,1. White,2. HS Grad,94.07271475
2004,46,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2003,44,1. Male,2. Married,1. White,5. Advanced Degree,182.020621
2003,25,1. Male,2. Married,1. White,3. Some College,87.98103279
2004,73,1. Male,4. Divorced,2. Black,1. < HS Grad,92.89584479
2004,18,1. Male,1. Never Married,1. White,2. HS Grad,72.15045568
2005,52,1. Male,2. Married,2. Black,1. < HS Grad,122.2636739
2008,28,1. Male,2. Married,3. Asian,2. HS Grad,72.15045568
2004,51,1. Male,2. Married,1. White,2. HS Grad,82.6796373
2009,44,1. Male,2. Married,1. White,4. College Grad,176.9896505
2008,44,1. Male,2. Married,1. White,3. Some College,141.7751723
2003,29,1. Male,2. Married,3. Asian,2. HS Grad,95.23071257
2006,48,1. Male,2. Married,3. Asian,4. College Grad,141.7751723
2006,62,1. Male,2. Married,1. White,2. HS Grad,101.8243521
2004,40,1. Male,2. Married,1. White,5. Advanced Degree,131.7378012
2003,24,1. Male,1. Never Married,1. White,3. Some College,66.32519494
2003,48,1. Male,2. Married,1. White,4. College Grad,118.8843593
2008,54,1. Male,2. Married,1. White,5. Advanced Degree,163.515864
2003,69,1. Male,2. Married,2. Black,1. < HS Grad,114.4757133
2006,48,1. Male,2. Married,1. White,2. HS Grad,123.0896998
2003,73,1. Male,2. Married,1. White,1. < HS Grad,40.19437052
2009,30,1. Male,2. Married,2. Black,3. Some College,70.5134157
2003,41,1. Male,1. Never Married,3. Asian,3. Some College,73.77574327
2009,48,1. Male,2. Married,1. White,1. < HS Grad,100.8794609
2004,63,1. Male,2. Married,1. White,4. College Grad,84.04595765
2003,29,1. Male,2. Married,1. White,3. Some College,85.38394038
2004,40,1. Male,2. Married,1. White,3. Some College,141.7751723
2007,52,1. Male,2. Married,1. White,3. Some College,91.09321847
2008,54,1. Male,5. Separated,1. White,2. HS Grad,114.4757133
2009,33,1. Male,2. Married,1. White,4. College Grad,267.9010869
2004,42,1. Male,2. Married,1. White,4. College Grad,160.6424754
2007,31,1. Male,2. Married,2. Black,2. HS Grad,94.07271475
2006,46,1. Male,2. Married,1. White,3. Some College,139.6758702
2008,44,1. Male,2. Married,1. White,4. College Grad,125.1238157
2009,45,1. Male,5. Separated,1. White,2. HS Grad,113.5670896
2003,40,1. Male,2. Married,1. White,2. HS Grad,182.020621
2005,31,1. Male,1. Never Married,1. White,2. HS Grad,102.8702469
2006,19,1. Male,1. Never Married,1. White,2. HS Grad,76.89360252
2003,43,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2007,56,1. Male,2. Married,1. White,4. College Grad,142.4571699
2006,55,1. Male,2. Married,1. White,3. Some College,101.8243521
2006,59,1. Male,2. Married,1. White,5. Advanced Degree,118.8843593
2009,49,1. Male,4. Divorced,1. White,1. < HS Grad,102.8702469
2009,42,1. Male,2. Married,1. White,4. College Grad,128.6804882
2008,27,1. Male,1. Never Married,1. White,2. HS Grad,61.18752643
2003,34,1. Male,1. Never Married,1. White,2. HS Grad,81.28607729
2008,47,1. Male,2. Married,1. White,4. College Grad,276.7784133
2003,35,1. Male,2. Married,1. White,5. Advanced Degree,268.266292
2004,33,1. Male,2. Married,2. Black,3. Some College,104.9215065
2003,35,1. Male,2. Married,1. White,2. HS Grad,144.4780877
2004,40,1. Male,2. Married,1. White,3. Some College,118.8843593
2004,53,1. Male,2. Married,1. White,4. College Grad,94.07271475
2007,47,1. Male,2. Married,2. Black,4. College Grad,73.77574327
2006,45,1. Male,1. Never Married,1. White,5. Advanced Degree,196.1252726
2009,34,1. Male,2. Married,1. White,4. College Grad,169.07354
2006,25,1. Male,2. Married,1. White,1. < HS Grad,69.6190369
2006,56,1. Male,2. Married,1. White,4. College Grad,124.7204462
2005,54,1. Male,2. Married,1. White,3. Some College,115.5180852
2003,41,1. Male,2. Married,1. White,1. < HS Grad,89.24288466
2008,46,1. Male,2. Married,1. White,5. Advanced Degree,276.7784133
2004,44,1. Male,2. Married,1. White,5. Advanced Degree,170.6951277
2004,44,1. Male,4. Divorced,1. White,4. College Grad,99.6894637
2005,46,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2009,38,1. Male,2. Married,1. White,4. College Grad,114.4757133
2008,36,1. Male,2. Married,1. White,2. HS Grad,128.6804882
2009,27,1. Male,1. Never Married,3. Asian,4. College Grad,99.6894637
2008,33,1. Male,2. Married,1. White,2. HS Grad,128.6804882
2006,56,1. Male,2. Married,2. Black,2. HS Grad,140.3982002
2005,52,1. Male,2. Married,1. White,2. HS Grad,111.7208494
2008,33,1. Male,1. Never Married,1. White,5. Advanced Degree,125.5254984
2008,32,1. Male,2. Married,3. Asian,4. College Grad,94.07271475
2008,39,1. Male,4. Divorced,1. White,4. College Grad,118.8843593
2005,22,1. Male,1. Never Married,1. White,2. HS Grad,72.15045568
2009,53,1. Male,2. Married,1. White,4. College Grad,104.9215065
2006,36,1. Male,2. Married,1. White,4. College Grad,277.7994802
2005,37,1. Male,2. Married,1. White,1. < HS Grad,73.77574327
2008,40,1. Male,2. Married,1. White,2. HS Grad,130.9821774
2005,51,1. Male,2. Married,2. Black,2. HS Grad,78.21457569
2008,40,1. Male,2. Married,1. White,2. HS Grad,90.48191336
2006,56,1. Male,2. Married,1. White,5. Advanced Degree,117.1468169
2009,50,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2009,49,1. Male,2. Married,1. White,2. HS Grad,166.3249412
2007,32,1. Male,2. Married,1. White,1. < HS Grad,81.28325328
2004,21,1. Male,1. Never Married,1. White,2. HS Grad,84.04595765
2004,48,1. Male,2. Married,1. White,4. College Grad,114.4757133
2007,48,1. Male,2. Married,1. White,3. Some College,73.77574327
2004,32,1. Male,2. Married,1. White,3. Some College,115.1062017
2003,30,1. Male,1. Never Married,1. White,3. Some College,53.02755112
2006,30,1. Male,2. Married,1. White,3. Some College,118.8843593
2003,33,1. Male,2. Married,1. White,1. < HS Grad,79.85490031
2005,56,1. Male,2. Married,3. Asian,5. Advanced Degree,56.45386498
2004,46,1. Male,4. Divorced,2. Black,3. Some College,90.48191336
2003,49,1. Male,2. Married,1. White,3. Some College,104.9215065
2008,24,1. Male,1. Never Married,1. White,2. HS Grad,87.98103279
2009,48,1. Male,1. Never Married,1. White,3. Some College,147.1166892
2006,37,1. Male,4. Divorced,1. White,4. College Grad,109.8339856
2007,53,1. Male,2. Married,1. White,3. Some College,118.8843593
2004,56,1. Male,2. Married,2. Black,5. Advanced Degree,141.7751723
2008,34,1. Male,2. Married,2. Black,3. Some College,108.8745258
2004,56,1. Male,2. Married,1. White,3. Some College,104.9215065
2006,48,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2006,47,1. Male,2. Married,2. Black,2. HS Grad,27.14057921
2003,52,1. Male,2. Married,1. White,3. Some College,70.47601965
2009,40,1. Male,2. Married,1. White,3. Some College,166.8793833
2008,25,1. Male,2. Married,1. White,2. HS Grad,127.1157438
2009,35,1. Male,2. Married,1. White,4. College Grad,117.1468169
2006,40,1. Male,1. Never Married,2. Black,3. Some College,103.9024706
2009,22,1. Male,1. Never Married,1. White,2. HS Grad,34.60741773
2003,50,1. Male,4. Divorced,1. White,3. Some College,100.0134869
2008,48,1. Male,5. Separated,1. White,1. < HS Grad,64.86896919
2007,40,1. Male,1. Never Married,3. Asian,5. Advanced Degree,109.8339856
2003,45,1. Male,2. Married,1. White,3. Some College,127.1157438
2004,30,1. Male,2. Married,1. White,4. College Grad,114.4757133
2003,46,1. Male,2. Married,1. White,4. College Grad,117.1468169
2008,34,1. Male,2. Married,1. White,2. HS Grad,134.7053751
2007,32,1. Male,2. Married,1. White,1. < HS Grad,65.11085372
2004,53,1. Male,2. Married,1. White,4. College Grad,143.1349408
2008,32,1. Male,1. Never Married,1. White,3. Some College,76.89360252
2004,39,1. Male,2. Married,2. Black,4. College Grad,99.6894637
2007,51,1. Male,2. Married,1. White,4. College Grad,94.07271475
2004,40,1. Male,2. Married,1. White,2. HS Grad,75.35567932
2009,66,1. Male,2. Married,1. White,4. College Grad,127.1157438
2006,40,1. Male,2. Married,1. White,4. College Grad,166.3249412
2009,52,1. Male,2. Married,1. White,5. Advanced Degree,133.2323508
2007,36,1. Male,2. Married,1. White,3. Some College,125.5254984
2007,32,1. Male,1. Never Married,1. White,2. HS Grad,89.49247952
2008,45,1. Male,2. Married,1. White,2. HS Grad,84.04595765
2006,37,1. Male,2. Married,1. White,2. HS Grad,169.07354
2004,47,1. Male,2. Married,3. Asian,5. Advanced Degree,160.6424754
2008,49,1. Male,2. Married,1. White,2. HS Grad,144.1706065
2003,53,1. Male,2. Married,1. White,1. < HS Grad,73.77574327
2007,66,1. Male,4. Divorced,2. Black,2. HS Grad,70.47601965
2006,33,1. Male,2. Married,1. White,1. < HS Grad,73.77574327
2004,58,1. Male,4. Divorced,1. White,2. HS Grad,94.07271475
2008,41,1. Male,2. Married,1. White,5. Advanced Degree,83.19132429
2009,54,1. Male,2. Married,3. Asian,3. Some College,134.7053751
2009,26,1. Male,1. Never Married,1. White,2. HS Grad,86.69515483
2008,24,1. Male,1. Never Married,4. Other,2. HS Grad,70.47601965
2007,62,1. Male,2. Married,1. White,4. College Grad,130.9821774
2005,63,1. Male,2. Married,1. White,2. HS Grad,136.3039976
2005,26,1. Male,1. Never Married,3. Asian,4. College Grad,114.0225804
2004,45,1. Male,2. Married,1. White,2. HS Grad,106.1275822
2003,23,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2008,31,1. Male,2. Married,1. White,4. College Grad,116.2653241
2003,44,1. Male,2. Married,1. White,5. Advanced Degree,143.1349408
2003,43,1. Male,1. Never Married,1. White,1. < HS Grad,54.59815003
2004,48,1. Male,2. Married,1. White,2. HS Grad,48.18565022
2008,48,1. Male,2. Married,1. White,4. College Grad,123.0896998
2006,55,1. Male,2. Married,1. White,5. Advanced Degree,117.5843403
2004,45,1. Male,2. Married,3. Asian,5. Advanced Degree,272.2947832
2008,48,1. Male,2. Married,1. White,4. College Grad,145.1436012
2009,63,1. Male,2. Married,1. White,2. HS Grad,118.8843593
2004,57,1. Male,2. Married,2. Black,2. HS Grad,97.49329405
2008,69,1. Male,2. Married,3. Asian,5. Advanced Degree,148.4131591
2009,31,1. Male,1. Never Married,1. White,4. College Grad,127.1157438
2003,38,1. Male,2. Married,1. White,4. College Grad,268.266292
2005,43,1. Male,5. Separated,1. White,4. College Grad,109.8339856
2003,19,1. Male,1. Never Married,1. White,2. HS Grad,51.90369627
2005,44,1. Male,2. Married,1. White,4. College Grad,114.4757133
2007,31,1. Male,2. Married,3. Asian,4. College Grad,134.7053751
2004,49,1. Male,1. Never Married,4. Other,1. < HS Grad,87.98103279
2006,29,1. Male,2. Married,1. White,3. Some College,95.23071257
2008,26,1. Male,2. Married,4. Other,3. Some College,76.89360252
2007,37,1. Male,2. Married,1. White,5. Advanced Degree,116.2653241
2006,30,1. Male,1. Never Married,1. White,2. HS Grad,81.28325328
2009,35,1. Male,2. Married,1. White,3. Some College,131.621803
2004,40,1. Male,2. Married,1. White,2. HS Grad,117.1468169
2005,44,1. Male,4. Divorced,4. Other,5. Advanced Degree,68.74808773
2004,65,1. Male,2. Married,1. White,2. HS Grad,125.5254984
2007,54,1. Male,2. Married,2. Black,3. Some College,101.8243521
2009,56,1. Male,2. Married,1. White,3. Some College,140.3982002
2008,48,1. Male,2. Married,1. White,4. College Grad,107.9039239
2009,37,1. Male,4. Divorced,1. White,3. Some College,58.01478201
2005,30,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2005,46,1. Male,2. Married,1. White,5. Advanced Degree,85.38394038
2009,37,1. Male,2. Married,1. White,2. HS Grad,131.7378012
2005,58,1. Male,4. Divorced,2. Black,2. HS Grad,81.28325328
2007,52,1. Male,2. Married,1. White,3. Some College,86.69515483
2006,45,1. Male,2. Married,1. White,3. Some College,157.7005277
2008,33,1. Male,2. Married,1. White,2. HS Grad,65.11462388
2004,51,1. Male,2. Married,1. White,3. Some College,90.48191336
2008,50,1. Male,2. Married,1. White,1. < HS Grad,46.7632688
2006,42,1. Male,2. Married,1. White,2. HS Grad,85.38394038
2004,46,1. Male,1. Never Married,1. White,3. Some College,139.7030715
2005,43,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2003,47,1. Male,2. Married,1. White,3. Some College,81.28325328
2005,47,1. Male,2. Married,1. White,5. Advanced Degree,118.8843593
2004,44,1. Male,2. Married,1. White,4. College Grad,71.15195654
2008,36,1. Male,2. Married,3. Asian,2. HS Grad,65.11085372
2008,39,1. Male,2. Married,1. White,2. HS Grad,65.11085372
2003,29,1. Male,2. Married,1. White,4. College Grad,125.5254984
2005,40,1. Male,2. Married,1. White,3. Some College,123.0896998
2007,20,1. Male,1. Never Married,1. White,3. Some College,70.81503862
2004,32,1. Male,2. Married,1. White,5. Advanced Degree,112.6488963
2003,36,1. Male,2. Married,1. White,3. Some College,86.69515483
2009,31,1. Male,1. Never Married,2. Black,3. Some College,82.6796373
2005,28,1. Male,2. Married,3. Asian,4. College Grad,130.9821774
2005,41,1. Male,4. Divorced,4. Other,3. Some College,117.1468169
2004,54,1. Male,2. Married,1. White,4. College Grad,176.9896505
2004,42,1. Male,2. Married,1. White,2. HS Grad,118.8843593
2003,19,1. Male,1. Never Married,1. White,2. HS Grad,68.74808773
2009,59,1. Male,2. Married,1. White,3. Some College,267.9010869
2003,64,1. Male,1. Never Married,1. White,3. Some College,99.6894637
2003,31,1. Male,2. Married,1. White,3. Some College,92.65813017
2004,37,1. Male,1. Never Married,1. White,3. Some College,109.8339856
2004,30,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2005,24,1. Male,1. Never Married,1. White,4. College Grad,118.8843593
2006,26,1. Male,2. Married,1. White,2. HS Grad,75.04315402
2004,44,1. Male,2. Married,1. White,4. College Grad,114.4757133
2008,39,1. Male,2. Married,1. White,5. Advanced Degree,276.7784133
2005,48,1. Male,2. Married,1. White,5. Advanced Degree,277.6014175
2004,53,1. Male,1. Never Married,2. Black,2. HS Grad,80.57319971
2004,42,1. Male,2. Married,3. Asian,5. Advanced Degree,114.4757133
2009,44,1. Male,2. Married,1. White,5. Advanced Degree,166.3249412
2003,25,1. Male,1. Never Married,1. White,4. College Grad,85.38394038
2004,46,1. Male,2. Married,1. White,2. HS Grad,43.73511168
2003,52,1. Male,2. Married,1. White,3. Some College,101.8243521
2008,33,1. Male,2. Married,1. White,3. Some College,87.98103279
2007,30,1. Male,2. Married,2. Black,3. Some College,121.4303138
2007,38,1. Male,1. Never Married,1. White,3. Some College,109.8339856
2005,29,1. Male,1. Never Married,1. White,2. HS Grad,79.85490031
2008,57,1. Male,2. Married,3. Asian,4. College Grad,127.1157438
2003,50,1. Male,2. Married,1. White,4. College Grad,115.285517
2008,23,1. Male,1. Never Married,1. White,3. Some College,98.60153978
2006,46,1. Male,4. Divorced,1. White,3. Some College,144.4780877
2005,61,1. Male,2. Married,1. White,4. College Grad,136.1577108
2007,70,1. Male,2. Married,1. White,1. < HS Grad,100.7642728
2009,59,1. Male,2. Married,1. White,2. HS Grad,76.89360252
2003,57,1. Male,2. Married,2. Black,2. HS Grad,90.48191336
2003,25,1. Male,1. Never Married,1. White,2. HS Grad,86.69515483
2005,48,1. Male,2. Married,1. White,3. Some College,123.9085676
2009,52,1. Male,2. Married,3. Asian,5. Advanced Degree,65.11085372
2009,44,1. Male,5. Separated,1. White,4. College Grad,131.7378012
2004,40,1. Male,2. Married,1. White,2. HS Grad,66.96164432
2008,43,1. Male,2. Married,1. White,4. College Grad,196.1252726
2005,51,1. Male,2. Married,1. White,3. Some College,166.3249412
2003,43,1. Male,2. Married,3. Asian,1. < HS Grad,65.11085372
2003,42,1. Male,2. Married,1. White,2. HS Grad,120.5894365
2008,28,1. Male,2. Married,1. White,2. HS Grad,101.8243521
2003,54,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2005,34,1. Male,2. Married,1. White,5. Advanced Degree,159.0520271
2004,50,1. Male,2. Married,1. White,4. College Grad,109.8339856
2005,36,1. Male,2. Married,1. White,5. Advanced Degree,140.0511976
2005,36,1. Male,2. Married,1. White,4. College Grad,132.3524777
2005,71,1. Male,3. Widowed,1. White,3. Some College,118.8843593
2006,31,1. Male,1. Never Married,3. Asian,5. Advanced Degree,97.49329405
2005,43,1. Male,2. Married,1. White,5. Advanced Degree,134.7053751
2007,20,1. Male,1. Never Married,1. White,3. Some College,72.15045568
2007,23,1. Male,1. Never Married,1. White,1. < HS Grad,87.98103279
2007,42,1. Male,4. Divorced,1. White,2. HS Grad,49.55533812
2005,41,1. Male,2. Married,1. White,5. Advanced Degree,149.0558956
2009,27,1. Male,2. Married,1. White,5. Advanced Degree,122.2636739
2008,29,1. Male,2. Married,1. White,3. Some College,101.8243521
2008,41,1. Male,4. Divorced,1. White,3. Some College,99.6894637
2003,41,1. Male,2. Married,2. Black,2. HS Grad,104.9215065
2003,22,1. Male,1. Never Married,1. White,3. Some College,81.28325328
2003,39,1. Male,2. Married,1. White,2. HS Grad,73.77574327
2008,50,1. Male,2. Married,1. White,4. College Grad,82.6796373
2006,49,1. Male,1. Never Married,1. White,4. College Grad,148.4131591
2003,42,1. Male,2. Married,1. White,3. Some College,118.8843593
2008,38,1. Male,2. Married,2. Black,2. HS Grad,129.4536446
2004,55,1. Male,2. Married,1. White,4. College Grad,134.7053751
2005,47,1. Male,1. Never Married,1. White,2. HS Grad,79.85490031
2007,52,1. Male,2. Married,4. Other,1. < HS Grad,68.11199407
2009,56,1. Male,4. Divorced,1. White,4. College Grad,40.40566526
2007,30,1. Male,2. Married,1. White,3. Some College,131.7378012
2005,56,1. Male,2. Married,1. White,2. HS Grad,134.7053751
2003,46,1. Male,2. Married,1. White,2. HS Grad,114.4757133
2009,43,1. Male,2. Married,1. White,1. < HS Grad,126.3238807
2003,35,1. Male,2. Married,1. White,3. Some College,116.7071546
2009,58,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2009,69,1. Male,2. Married,1. White,2. HS Grad,81.22674631
2006,68,1. Male,4. Divorced,1. White,2. HS Grad,87.98103279
2004,52,1. Male,2. Married,1. White,3. Some College,127.1157438
2005,46,1. Male,1. Never Married,2. Black,4. College Grad,104.9215065
2007,39,1. Male,1. Never Married,1. White,4. College Grad,107.9039239
2009,66,1. Male,2. Married,1. White,4. College Grad,109.8339856
2005,30,1. Male,2. Married,1. White,5. Advanced Degree,117.1468169
2006,30,1. Male,4. Divorced,1. White,3. Some College,107.9039239
2005,43,1. Male,2. Married,1. White,2. HS Grad,72.15045568
2008,49,1. Male,2. Married,1. White,5. Advanced Degree,160.6424754
2005,54,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2008,48,1. Male,4. Divorced,1. White,5. Advanced Degree,143.1349408
2008,37,1. Male,5. Separated,2. Black,3. Some College,97.49329405
2007,46,1. Male,2. Married,1. White,4. College Grad,141.7751723
2007,53,1. Male,2. Married,1. White,2. HS Grad,148.4131591
2009,31,1. Male,1. Never Married,1. White,4. College Grad,109.8339856
2006,18,1. Male,1. Never Married,1. White,3. Some College,59.09706408
2003,49,1. Male,2. Married,1. White,4. College Grad,152.5282169
2006,39,1. Male,2. Married,1. White,2. HS Grad,81.28325328
2003,40,1. Male,2. Married,1. White,2. HS Grad,43.73511168
2008,37,1. Male,2. Married,1. White,2. HS Grad,96.37065283
2006,24,1. Male,2. Married,1. White,2. HS Grad,101.8243521
2007,35,1. Male,2. Married,1. White,4. College Grad,130.9821774
2007,27,1. Male,1. Never Married,1. White,2. HS Grad,82.6796373
2003,44,1. Male,1. Never Married,3. Asian,5. Advanced Degree,130.9821774
2008,46,1. Male,2. Married,1. White,4. College Grad,89.24288466
2005,40,1. Male,2. Married,1. White,3. Some College,85.11853342
2007,39,1. Male,2. Married,1. White,5. Advanced Degree,166.3249412
2008,42,1. Male,1. Never Married,1. White,1. < HS Grad,100.7642728
2003,37,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2008,58,1. Male,2. Married,1. White,3. Some College,123.0896998
2005,40,1. Male,2. Married,3. Asian,5. Advanced Degree,163.515864
2003,27,1. Male,2. Married,1. White,2. HS Grad,85.38394038
2003,31,1. Male,2. Married,1. White,3. Some College,75.35567932
2008,44,1. Male,2. Married,1. White,2. HS Grad,65.11085372
2003,38,1. Male,4. Divorced,1. White,2. HS Grad,92.65813017
2004,34,1. Male,2. Married,1. White,4. College Grad,137.5901428
2005,41,1. Male,2. Married,1. White,2. HS Grad,134.8515263
2007,20,1. Male,1. Never Married,1. White,1. < HS Grad,72.4793163
2008,28,1. Male,1. Never Married,1. White,4. College Grad,178.5330504
2009,55,1. Male,2. Married,1. White,4. College Grad,98.59934386
2008,38,1. Male,2. Married,1. White,4. College Grad,115.3750386
2005,33,1. Male,1. Never Married,2. Black,2. HS Grad,73.77574327
2009,43,1. Male,1. Never Married,1. White,2. HS Grad,36.6737042
2006,50,1. Male,2. Married,3. Asian,4. College Grad,123.0896998
2008,55,1. Male,2. Married,1. White,4. College Grad,87.98103279
2005,24,1. Male,1. Never Married,2. Black,3. Some College,73.93571929
2008,41,1. Male,2. Married,1. White,4. College Grad,176.9896505
2009,37,1. Male,4. Divorced,1. White,4. College Grad,118.8843593
2005,42,1. Male,2. Married,1. White,3. Some College,134.7053751
2004,25,1. Male,1. Never Married,1. White,4. College Grad,90.48191336
2005,45,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2009,40,1. Male,2. Married,1. White,1. < HS Grad,81.28325328
2004,43,1. Male,2. Married,1. White,5. Advanced Degree,130.9821774
2006,50,1. Male,2. Married,1. White,3. Some College,176.9896505
2003,42,1. Male,1. Never Married,1. White,2. HS Grad,82.6796373
2003,38,1. Male,2. Married,1. White,2. HS Grad,131.7378012
2006,44,1. Male,4. Divorced,1. White,1. < HS Grad,82.6796373
2007,19,1. Male,1. Never Married,1. White,3. Some College,41.44121303
2004,44,1. Male,1. Never Married,1. White,3. Some College,117.1468169
2003,26,1. Male,1. Never Married,1. White,1. < HS Grad,73.77574327
2005,54,1. Male,2. Married,1. White,2. HS Grad,86.69515483
2006,32,1. Male,2. Married,1. White,4. College Grad,99.6894637
2008,49,1. Male,2. Married,1. White,4. College Grad,141.7751723
2005,35,1. Male,2. Married,1. White,1. < HS Grad,70.81503862
2007,34,1. Male,2. Married,1. White,1. < HS Grad,72.15045568
2003,23,1. Male,1. Never Married,1. White,1. < HS Grad,54.59815003
2008,60,1. Male,2. Married,3. Asian,3. Some College,127.1157438
2006,54,1. Male,2. Married,1. White,5. Advanced Degree,73.77574327
2003,31,1. Male,2. Married,2. Black,3. Some College,139.7030715
2006,47,1. Male,2. Married,1. White,4. College Grad,160.6424754
2003,48,1. Male,4. Divorced,1. White,2. HS Grad,23.95294448
2005,48,1. Male,2. Married,1. White,4. College Grad,115.3750386
2004,35,1. Male,2. Married,1. White,2. HS Grad,114.4757133
2006,55,1. Male,2. Married,1. White,5. Advanced Degree,127.1157438
2004,35,1. Male,2. Married,1. White,5. Advanced Degree,137.5901428
2009,37,1. Male,2. Married,3. Asian,4. College Grad,176.9896505
2003,27,1. Male,1. Never Married,2. Black,2. HS Grad,23.27470405
2007,64,1. Male,2. Married,1. White,2. HS Grad,90.48191336
2003,52,1. Male,4. Divorced,1. White,2. HS Grad,73.77574327
2007,47,1. Male,5. Separated,2. Black,1. < HS Grad,82.6796373
2003,26,1. Male,1. Never Married,1. White,2. HS Grad,56.90553914
2005,41,1. Male,2. Married,1. White,1. < HS Grad,128.6804882
2009,22,1. Male,1. Never Married,1. White,2. HS Grad,75.04315402
2004,76,1. Male,2. Married,1. White,3. Some College,73.77574327
2006,46,1. Male,2. Married,1. White,2. HS Grad,108.0658303
2006,39,1. Male,2. Married,2. Black,3. Some College,123.0896998
2006,39,1. Male,2. Married,1. White,5. Advanced Degree,277.7994802
2004,23,1. Male,1. Never Married,1. White,3. Some College,73.77574327
2006,49,1. Male,2. Married,1. White,3. Some College,123.9085676
2009,44,1. Male,2. Married,1. White,1. < HS Grad,87.98103279
2006,20,1. Male,1. Never Married,1. White,2. HS Grad,70.47601965
2005,43,1. Male,2. Married,1. White,5. Advanced Degree,277.6014175
2006,42,1. Male,2. Married,1. White,4. College Grad,148.4131591
2009,46,1. Male,2. Married,1. White,4. College Grad,114.4757133
2009,33,1. Male,1. Never Married,1. White,4. College Grad,99.6894637
2003,62,1. Male,2. Married,1. White,5. Advanced Degree,268.266292
2006,38,1. Male,2. Married,1. White,3. Some College,130.9821774
2005,43,1. Male,2. Married,1. White,4. College Grad,109.8339856
2005,46,1. Male,4. Divorced,1. White,4. College Grad,277.6014175
2006,18,1. Male,1. Never Married,1. White,2. HS Grad,73.77574327
2009,63,1. Male,2. Married,1. White,5. Advanced Degree,267.9010869
2006,43,1. Male,1. Never Married,2. Black,5. Advanced Degree,119.7408513
2009,44,1. Male,2. Married,1. White,4. College Grad,141.7751723
2008,53,1. Male,1. Never Married,2. Black,3. Some College,128.2526611
2008,58,1. Male,1. Never Married,1. White,1. < HS Grad,90.48191336
2003,23,1. Male,1. Never Married,1. White,4. College Grad,76.89360252
2004,50,1. Male,2. Married,1. White,4. College Grad,127.1157438
2004,35,1. Male,1. Never Married,1. White,5. Advanced Degree,118.8843593
2006,38,1. Male,2. Married,1. White,5. Advanced Degree,200.5432623
2004,36,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2005,32,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2003,56,1. Male,2. Married,1. White,5. Advanced Degree,268.266292
2005,41,1. Male,2. Married,1. White,3. Some College,87.98103279
