Id,LotArea,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,GarageArea,SalePrice
1383,7200,7,1920,596,1762,1,4,Gd,8,576,157000
1384,25339,5,1918,816,1416,2,3,Gd,7,576,112000
1385,9060,6,1939,560,1258,1,2,TA,6,280,105000
1386,5436,4,1922,796,1154,1,3,Gd,7,240,125500
1387,16692,7,1978,1392,2784,3,5,Gd,12,564,250000
1388,8520,6,1916,714,2526,2,5,Gd,10,216,136000
1389,14892,9,2006,1746,1746,2,3,Ex,7,758,377500
1390,6000,6,1941,735,1218,1,3,TA,6,440,131000
1391,9100,7,2000,1525,1525,2,3,Gd,6,541,235000
1392,8944,5,1967,1584,1584,2,4,TA,8,792,124000
1393,7838,5,1967,864,900,1,3,TA,6,288,123000
1394,10800,6,1905,482,1912,2,3,TA,7,672,163000
1395,4045,7,2006,1356,1500,2,2,Gd,6,648,246578
1396,12665,8,2005,1094,2482,2,4,Gd,9,642,281213
1397,57200,5,1948,747,1687,1,3,TA,7,572,160000
1398,6120,5,1920,939,1513,1,4,TA,8,180,137500
1399,7200,5,1950,1208,1904,1,3,TA,7,240,138000
1400,6171,6,1925,976,1608,2,3,Gd,7,216,137450
1401,6000,6,1929,862,1158,1,3,TA,5,208,120000
1402,7415,6,2004,839,1593,2,3,TA,8,398,193000
1403,6762,7,2006,1286,1294,2,2,Gd,6,662,193879
1404,15256,8,2007,1485,1464,2,3,Gd,6,754,282922
1405,10410,3,1915,672,1214,1,3,TA,6,936,105000
1406,3842,8,2004,1594,1646,2,2,Gd,5,482,275000
1407,8445,5,1972,768,768,1,2,TA,5,396,133000
1408,8780,5,1985,833,833,1,3,TA,5,0,112000
1409,7740,4,1910,622,1363,1,3,TA,6,528,125500
1410,20544,7,1986,791,2093,2,3,TA,7,542,215000
1411,12420,7,2001,944,1840,2,3,Gd,6,622,230000
1412,9600,6,1950,856,1668,1,3,TA,6,271,140000
1413,7200,4,1949,0,1040,2,2,TA,6,420,90000
1414,10994,8,2005,1844,1844,2,2,Gd,7,620,257000
1415,13053,6,1923,833,1848,1,4,Gd,8,370,207000
1416,3635,7,2007,1386,1569,2,1,Gd,7,660,175900
1417,11340,4,1885,777,2290,2,4,TA,11,560,122500
1418,16545,8,1998,1284,2450,2,3,Gd,7,1069,340000
1419,9204,5,1963,1144,1144,1,3,TA,6,336,124000
1420,16381,6,1969,1844,1844,2,3,Gd,7,540,223000
1421,11700,6,1968,708,1416,2,3,TA,7,776,179900
1422,4043,6,1977,1069,1069,2,2,TA,4,440,127500
1423,4435,6,2003,848,848,1,1,Gd,3,420,136500
1424,19690,6,1966,697,2201,2,4,Gd,8,432,274970
1425,9503,5,1958,1024,1344,1,2,TA,6,484,144000
1426,10721,6,1959,1252,1252,1,3,Gd,7,528,142000
1427,10944,7,1994,1223,2127,2,3,Gd,5,525,271000
1428,10930,5,1945,913,1558,1,3,TA,6,288,140000
1429,7200,5,1940,788,804,1,2,Gd,4,240,119000
1430,12546,6,1981,1440,1440,2,3,Gd,7,467,182900
1431,21930,5,2005,732,1838,2,4,TA,7,372,192140
1432,4928,6,1976,958,958,2,2,TA,5,440,143750
1433,10800,4,1927,656,968,2,4,TA,5,216,64500
1434,10261,6,2000,936,1792,2,3,TA,8,451,186500
1435,17400,5,1977,1126,1126,2,3,TA,5,484,160000
1436,8400,6,1962,1319,1537,1,3,Gd,7,462,174000
1437,9000,4,1971,864,864,1,3,TA,5,528,120500
1438,12444,8,2008,1932,1932,2,2,Ex,7,774,394617
1439,7407,6,1957,912,1236,1,2,TA,6,923,149700
1440,11584,7,1979,539,1725,2,3,TA,6,550,197000
1441,11526,6,1922,588,2555,2,3,TA,11,672,191000
1442,4426,6,2004,848,848,1,1,Gd,3,420,149300
1443,11003,10,2008,1017,2007,2,3,Ex,10,812,310000
1444,8854,6,1916,952,952,1,2,Fa,4,192,121000
1445,8500,7,2004,1422,1422,2,3,Gd,7,626,179600
1446,8400,6,1966,814,913,1,3,TA,6,240,129000
1447,26142,5,1962,1188,1188,1,3,TA,6,312,157900
1448,10000,8,1995,1220,2090,2,3,Gd,8,556,240000
1449,11767,4,1910,560,1346,1,2,TA,6,384,112000
1450,1533,5,1970,630,630,1,1,Ex,3,0,92000
1451,9000,5,1974,896,1792,2,4,TA,8,0,136000
1452,9262,8,2008,1573,1578,2,3,Ex,7,840,287090
1453,3675,5,2005,547,1072,1,2,TA,5,525,145000
1454,17217,5,2006,1140,1140,1,3,TA,6,0,84500
1455,7500,7,2004,1221,1221,2,2,Gd,6,400,185000
1456,7917,6,1999,953,1647,2,3,TA,7,460,175000
1457,13175,6,1978,1542,2073,2,3,TA,7,500,210000
1458,9042,7,1941,1152,2340,2,4,Gd,9,252,266500
1459,9717,5,1950,1078,1078,1,2,Gd,5,240,142125
1460,9937,5,1965,1256,1256,1,3,TA,6,276,147500
